Protein,Localization,Length,Mass,Hydrophobic,Positive Charged,Negative Charged,Polar,Hydropathicity
HSD17B4,Secretory,736,79686,384,102,78,172,-97.5
HSD3B7,Secretory,369,41016,200,47,31,91,-0.5
HSPA13,Secretory,471,51927,239,56,57,119,-60.8
HSPG2,Secretory,4391,468830,2106,494,411,1380,-1292.5
HTATIP2,Secretory,242,27049,116,42,34,50,-81.6
HTRA1,Secretory,480,51287,249,67,55,109,-58.3
HYAL2,Secretory,473,53860,221,65,43,144,-137.7
ICAM1,Secretory,532,57825,259,58,49,166,-144.4
ICMT,Secretory,284,31938,151,28,19,86,96.5
ICOSLG,Secretory,302,33349,141,28,31,102,-4.7
IER3,Secretory,156,16903,90,19,13,34,-29.2
IFI30,Secretory,250,27964,131,21,28,70,13.8
IFI6,Secretory,130,12927,80,8,9,33,64.8
IFITM10,Secretory,228,24599,124,23,22,59,-17.3
IFNAR1,Secretory,557,63525,233,66,67,191,-154.1
IFNAR2,Secretory,515,57759,230,46,83,156,-141.9
IFNGR1,Secretory,489,54405,212,53,69,155,-116.9
IFNGR2,Secretory,337,37806,168,30,32,107,10.3
IGF1R,Secretory,1367,154793,606,172,175,414,-547.9
IGFBP2,Secretory,325,34814,172,47,35,71,-142.9
IGFBP3,Secretory,291,31674,129,49,29,84,-155.7
IGFBP4,Secretory,258,27934,122,42,32,62,-127.2
IGFBP6,Secretory,240,25322,114,31,24,71,-165.3
IGSF1,Secretory,1336,148936,652,137,136,411,-190.1
IGSF3,Secretory,1194,135196,505,154,150,385,-514.9
IGSF8,Secretory,613,65034,342,74,57,140,-46.1
IGSF9,Secretory,1179,126580,646,126,108,299,-227.2
IKBIP,Secretory,350,39309,139,59,48,104,-176.2
IL17RA,Secretory,866,96122,435,100,114,217,-223.8
IL17RB,Secretory,502,55885,229,65,43,165,-45.6
IL17RC,Secretory,791,86240,415,86,82,208,-69.3
IL1RAP,Secretory,570,65418,253,80,65,172,-122.8
IL27RA,Secretory,636,69474,340,59,60,177,-81.7
IL4R,Secretory,825,89658,389,79,95,262,-272.7
IL6ST,Secretory,918,103537,374,113,111,320,-419.1
ILDR1,Secretory,546,62815,220,94,55,177,-361.9
ILVBL,Secretory,632,67868,371,75,56,130,116.1
INF2,Secretory,1249,135624,626,155,170,298,-503.3
INPP5A,Secretory,412,47820,179,69,57,107,-174.7
INPP5K,Secretory,448,51090,207,55,49,137,-108.1
INSIG1,Secretory,277,29987,158,31,15,73,74
INSIG2,Secretory,225,24778,126,20,14,65,99.3
INSR,Secretory,1382,156333,618,186,176,402,-496.6
INVS,Secretory,1065,117826,462,197,115,291,-713.9
IP6K1,Secretory,441,50236,173,78,62,128,-319.5
IRX4,Secretory,519,54445,272,60,58,129,-219.8
ITGA2,Secretory,1181,129296,563,107,121,390,-117.6
ITGA3,Secretory,1051,116612,525,124,109,293,-218.4
ITGA5,Secretory,1049,114536,534,107,108,300,-230.4
ITGA6,Secretory,1130,126606,508,149,141,332,-457.4
ITGAV,Secretory,1048,116038,517,118,122,291,-231.1
ITGB1,Secretory,798,88415,320,96,105,277,-322
ITGB2,Secretory,769,84782,337,99,88,245,-243
ITGB4,Secretory,1822,202167,809,236,227,550,-809.4
ITGB5,Secretory,799,88054,347,98,95,259,-187.8
ITGB6,Secretory,788,85936,346,93,97,252,-137
ITPR1,Secretory,2758,313929,1242,394,384,738,-867.4
ITPR2,Secretory,2701,308064,1227,380,349,745,-720.5
ITPR3,Secretory,2671,304106,1223,381,345,722,-652.5
JAG1,Secretory,1218,133799,441,147,141,489,-730.3
JAG2,Secretory,1238,133367,539,148,147,404,-501
JAGN1,Secretory,183,21125,98,26,9,50,45
JAK1,Secretory,1154,133277,480,195,160,319,-601.7
JAK2,Secretory,1132,130674,490,172,143,327,-490.1
JKAMP,Secretory,311,35239,171,30,21,89,171.7
JPH1,Secretory,661,71686,289,113,70,189,-522.6
JUP,Secretory,745,81745,364,85,81,215,-117.3
KANK2,Secretory,851,91174,415,103,107,226,-351.2
KCNJ11,Secretory,390,43526,208,55,37,90,63.1
KCNJ3,Secretory,501,56603,237,65,53,146,-106.5
KCNJ8,Secretory,424,47968,207,61,40,116,9.2
KCNK2,Secretory,426,47093,226,49,38,113,114.1
KCNN4,Secretory,427,47696,235,63,28,101,95.5
KDELR1,Secretory,212,24542,116,22,13,61,148.5
KDSR,Secretory,332,36187,176,34,32,90,55.7
KIAA0040,Secretory,99,11435,44,20,9,26,-28.4
KIAA1522,Secretory,1035,107095,538,131,87,279,-692.9
KIAA1549,Secretory,1950,210755,945,203,194,608,-513.1
KIAA1671,Secretory,1806,196711,795,296,247,468,-1580.5
KIAA2026,Secretory,2103,228087,946,278,189,690,-822.9
KIDINS220,Secretory,1771,196542,798,239,217,517,-653.4
KIF14,Secretory,1648,186492,654,270,221,503,-978.8
KIF24,Secretory,1368,151903,566,208,168,426,-914.9
KIF26A,Secretory,1882,194590,1011,252,177,442,-735.4
KITLG,Secretory,273,30899,122,35,35,81,-52.1
KLHDC8B,Secretory,354,37676,207,41,28,78,7.7
KLRG2,Secretory,409,42851,227,42,42,98,-123.5
KRAS,Secretory,189,21656,79,31,29,50,-81.6
KREMEN2,Secretory,462,48849,251,47,38,126,-93.4
KRT9,Secretory,623,62064,304,58,66,195,-436.5
KRTCAP2,Secretory,136,14679,81,11,3,41,104.6
KRTCAP3,Secretory,240,25627,140,27,19,54,90.3
KTN1,Secretory,1357,156275,484,245,256,372,-1222.4
L1CAM,Secretory,1257,140003,577,156,146,378,-564.4
LACTB,Secretory,547,60694,265,81,65,136,-222.6
LAMA3,Secretory,3333,366619,1484,446,357,1046,-1270.7
LAMA5,Secretory,3695,399737,1803,449,360,1083,-1012.8
LAMB1,Secretory,1786,198038,724,212,271,579,-837.3
LAMB2,Secretory,1798,195981,800,251,214,533,-828.9
LAMB3,Secretory,1172,129572,511,156,135,370,-601.1
LAMC2,Secretory,1193,130976,496,160,154,383,-692.5
LARP4,Secretory,724,80596,295,96,89,244,-540.8
LBR,Secretory,615,70703,312,90,56,157,-34.2
LCLAT1,Secretory,414,48920,200,62,40,112,-3
LEMD2,Secretory,503,56975,241,82,68,112,-235
LFNG,Secretory,379,41773,205,63,36,75,-56.8
LGALS3BP,Secretory,585,65331,274,57,64,190,-78.7
LGALS8,Secretory,317,35808,155,46,35,81,-68.9
LHFPL2,Secretory,228,24486,135,17,15,61,145.7
LIN7C,Secretory,197,21834,95,35,27,40,-88
LIPA,Secretory,399,45419,191,48,37,123,-43.3
LIPH,Secretory,451,50859,210,60,48,133,-93.2
LITAF,Secretory,161,17107,85,8,7,61,2.4
LLGL2,Secretory,1020,113448,497,147,114,262,-325.7
LMBR1,Secretory,490,55098,269,46,46,129,249
LMBR1L,Secretory,489,55209,279,48,37,125,285.3
LMF1,Secretory,567,64873,308,74,41,144,23.1
LMLN,Secretory,655,73568,298,86,70,201,-192.3
LONP2,Secretory,852,94617,429,127,109,187,-166.1
LPAR2,Secretory,348,38741,191,44,19,94,172.3
LPCAT1,Secretory,534,59151,285,66,66,117,-31.1
LPCAT2,Secretory,544,60208,291,62,58,133,44.8
LPCAT4,Secretory,524,57219,295,62,42,125,12.8
LPGAT1,Secretory,370,43089,185,50,34,101,0.6
LRCH1,Secretory,728,80875,344,100,96,188,-227.1
LRFN1,Secretory,771,82318,421,89,76,185,-47.9
LRIG1,Secretory,1093,119113,512,144,111,326,-279.1
LRIG2,Secretory,1065,118965,486,116,121,342,-246.7
LRIG3,Secretory,1119,123434,508,132,124,355,-308.7
LRP11,Secretory,500,53311,249,61,56,134,-144.4
LRP12,Secretory,859,94984,360,96,109,294,-389.9
LRP3,Secretory,770,82884,374,91,87,218,-337.7
LRP5,Secretory,1615,179145,750,189,208,468,-452.7
LRP6,Secretory,1613,180429,709,190,211,503,-550.5
LRRC15,Secretory,581,64366,294,52,42,193,13.6
LRRC24,Secretory,513,55257,298,64,42,109,2.5
LRRC26,Secretory,334,34857,208,37,19,70,78.8
LRRC3,Secretory,257,28108,138,36,27,56,16
LRRC59,Secretory,307,34930,128,65,42,72,-230.8
LRRC8A,Secretory,810,94199,372,120,96,222,-100.6
LRRC8B,Secretory,803,92390,373,100,83,247,34.5
LRRC8C,Secretory,803,92450,366,113,90,234,-84.2
LRRC8D,Secretory,858,98201,400,123,93,242,-75.9
LRRC8E,Secretory,796,90247,400,112,93,191,-3.1
LSG1,Secretory,658,75225,258,111,102,187,-535.7
LSR,Secretory,649,71439,296,90,73,190,-396.6
LSS,Secretory,732,83309,345,98,84,205,-233.3
LTBP3,Secretory,1303,139359,578,158,150,417,-695.1
LTBR,Secretory,435,46709,216,43,42,134,-159.9
LYN,Secretory,512,58574,228,79,73,132,-257.5
LYPD1,Secretory,141,15240,69,12,7,53,40.9
LYPD3,Secretory,346,35971,172,36,27,111,-76.2
LYSMD3,Secretory,306,34538,121,43,42,100,-174.3
MAGT1,Secretory,335,38037,180,45,22,88,45.1
MAL2,Secretory,176,19125,113,8,7,48,128.1
MANBAL,Secretory,85,9467,45,15,11,14,-28.3
MANSC1,Secretory,431,46810,195,41,37,158,-63
MAP3K11,Secretory,847,92688,436,117,101,193,-492.9
MAP6D1,Secretory,199,21005,101,27,15,56,-115.4
MARK2,Secretory,788,87911,337,136,84,231,-534.6
MARVELD2,Secretory,558,64168,252,86,72,148,-288.4
MARVELD3,Secretory,401,44911,189,71,55,86,-315.9
MATN3,Secretory,486,52817,213,70,60,143,-170.5
MBLAC2,Secretory,279,31372,133,42,34,70,-61
MBOAT1,Secretory,495,56557,261,58,24,152,184
MBOAT2,Secretory,520,59527,245,52,35,188,74.2
MBOAT7,Secretory,472,52765,271,50,28,123,144.6
MBTPS1,Secretory,1052,117749,510,139,101,302,-336
MCAM,Secretory,646,71607,293,82,84,187,-268.9
MCF2L,Secretory,1137,128109,492,179,166,300,-627.7
MCFD2,Secretory,146,16390,68,17,27,34,-70.8
MDM1,Secretory,714,80735,267,136,102,209,-749.3
MEGF8,Secretory,2845,303100,1406,324,251,864,-689
MET,Secretory,1390,155541,641,180,137,432,-200.7
METTL17,Secretory,456,50734,232,74,39,111,-119.3
METTL7A,Secretory,244,28319,124,32,21,67,30.3
METTL7B,Secretory,244,27775,129,33,22,60,-5.1
METTL8,Secretory,291,33387,121,49,40,81,-162.6
METTL9,Secretory,318,36536,154,38,33,93,-31.9
MFAP3,Secretory,362,40165,165,40,50,107,-53
MFSD3,Secretory,412,42696,282,31,15,84,322
MFSD9,Secretory,474,50619,281,48,29,116,259.9
MGRN1,Secretory,552,60753,250,70,82,150,-258
MGST1,Secretory,155,17599,85,21,13,36,30.1
MIA3,Secretory,1907,213702,784,269,364,490,-1692.4
MICA,Secretory,383,42915,167,54,41,121,-164.2
MICAL2,Secretory,1957,219061,839,317,251,550,-1407.8
MINPP1,Secretory,487,55051,230,68,54,135,-135.4
MKS1,Secretory,559,64528,236,85,78,160,-306.4
MLEC,Secretory,292,32234,156,37,40,59,-45.5
MME,Secretory,750,85514,322,95,98,235,-335
MMGT1,Secretory,131,14686,62,21,13,35,-24.1
MMP15,Secretory,669,75807,344,96,79,150,-379.6
MMP16,Secretory,607,69521,292,90,65,160,-293.6
MMP17,Secretory,603,66653,311,82,70,140,-273.6
MOB4,Secretory,225,26032,90,32,32,71,-110.6
MOGS,Secretory,837,91918,458,112,78,189,-216.4
MOSPD1,Secretory,213,24086,106,30,23,54,1.6
MOSPD2,Secretory,518,59746,214,77,77,150,-240.6
MOSPD3,Secretory,235,25519,142,28,19,46,-9.1
MPDZ,Secretory,2070,221618,1010,228,276,556,-495.7
MPPE1,Secretory,396,45141,195,56,44,101,-36.5
MPRIP,Secretory,1025,116533,387,177,172,289,-995.2
MPZL1,Secretory,269,29082,133,33,22,81,-18.7
MPZL2,Secretory,215,24484,106,30,26,53,-7.6
MPZL3,Secretory,235,25989,108,32,25,70,-23.9
MR1,Secretory,341,39366,158,46,41,96,-103.2
MRM1,Secretory,353,38638,180,47,38,88,-93.5
MRPL1,Secretory,325,36909,148,59,46,72,-143.6
MRPL11,Secretory,192,20683,108,33,21,30,-20
MRPL13,Secretory,178,20692,87,31,19,41,-81.2
MRPL15,Secretory,296,33420,152,54,30,60,-164.8
MRPL16,Secretory,251,28449,132,47,25,47,-96.1
MRPL17,Secretory,175,20050,84,33,18,40,-90.1
MRPL19,Secretory,292,33535,143,50,34,65,-140.7
MRPL20,Secretory,149,17443,69,37,10,33,-52.8
MRPL21,Secretory,205,22815,102,33,18,52,-10.3
MRPL22,Secretory,206,23641,98,43,18,47,-93.3
MRPL23,Secretory,153,17781,72,26,18,37,-104.9
MRPL24,Secretory,216,24915,100,39,29,48,-120.9
MRPL27,Secretory,148,16073,77,30,7,34,-22.9
MRPL28,Secretory,256,30157,117,46,39,54,-167.2
MRPL3,Secretory,348,38633,174,57,31,86,-144.5
MRPL32,Secretory,188,21405,84,33,18,53,-114.2
MRPL34,Secretory,92,10165,48,19,2,23,-48.3
MRPL35,Secretory,188,21514,80,44,7,57,-70.8
MRPL37,Secretory,423,48117,210,66,44,103,-117.4
MRPL38,Secretory,380,44597,169,63,51,97,-264.6
MRPL39,Secretory,338,38712,152,53,44,89,-96.3
MRPL41,Secretory,137,15383,72,22,16,27,-54.8
MRPL43,Secretory,215,23431,110,27,19,59,-35.4
MRPL44,Secretory,332,37535,163,48,40,81,-97.3
MRPL45,Secretory,306,35351,141,52,35,78,-147.3
MRPL46,Secretory,279,31705,131,43,39,66,-132.1
MRPL47,Secretory,250,29450,108,58,26,58,-155.1
MRPL48,Secretory,212,23935,96,36,25,55,-53.9
MRPL50,Secretory,158,18325,68,25,21,44,-69.8
MRPL52,Secretory,123,13664,61,19,10,33,-78.3
MRPL53,Secretory,112,12107,57,19,12,24,-18.1
MRPL54,Secretory,138,15819,61,25,17,35,-108.1
MRPL55,Secretory,128,15128,49,32,14,33,-113.2
MRPL9,Secretory,267,30243,130,53,27,57,-124
MRPS12,Secretory,138,15173,66,28,7,37,-59.4
MRPS15,Secretory,257,29842,115,61,24,57,-166.2
MRPS23,Secretory,190,21771,85,35,27,43,-134.1
MRPS24,Secretory,167,19015,79,31,13,44,-26.5
MRPS25,Secretory,173,20116,79,30,22,42,-101.4
MRPS26,Secretory,205,24212,88,48,31,38,-189
MRPS27,Secretory,414,47611,177,58,56,123,-164.3
MRPS28,Secretory,187,20843,87,36,24,40,-82.1
MRPS30,Secretory,439,50365,207,65,51,116,-157.5
MRPS31,Secretory,395,45318,158,73,55,109,-304
MRPS33,Secretory,106,12629,40,29,13,24,-113.2
MRPS36,Secretory,103,11466,48,19,10,26,-72.3
MRPS6,Secretory,125,14227,61,24,16,24,-46.1
MSMO1,Secretory,293,35216,136,42,28,87,-31.7
MSN,Secretory,577,67820,221,112,109,135,-562.6
MST1R,Secretory,1400,152241,754,158,134,354,-54.8
MTDH,Secretory,582,63837,211,103,85,183,-623.4
MTUS1,Secretory,1270,141397,472,199,168,431,-980
MUC5AC,Secretory,5654,585570,2124,448,352,2730,-2227.1
MUC5B,Secretory,5762,596340,2416,420,344,2582,-1343.6
MXRA7,Secretory,204,21466,115,18,43,28,-149.4
MYADM,Secretory,322,35274,184,24,13,101,248
MYO1B,Secretory,1136,131985,482,206,137,311,-554.9
MYO1C,Secretory,1063,121682,481,181,121,280,-411.1
MYO1D,Secretory,1006,116202,450,179,114,263,-382.6
MYO5C,Secretory,1742,202810,720,288,244,490,-914.8
N4BP3,Secretory,544,60470,241,89,77,137,-472.8
NAAA,Secretory,359,40066,188,46,35,90,-25
NAPEPLD,Secretory,393,45596,170,59,57,107,-231.2
NAT14,Secretory,206,21650,133,29,15,29,56.3
NAT8L,Secretory,302,32837,179,45,27,51,15.4
NBAS,Secretory,2371,268571,1057,325,318,671,-686.9
NBR1,Secretory,966,107413,432,123,145,266,-480.4
NCAM2,Secretory,837,93046,369,108,113,247,-344.7
NCEH1,Secretory,408,45808,208,47,39,114,10.7
NCKAP5,Secretory,1909,208537,753,297,242,617,-1585.4
NCLN,Secretory,563,62974,289,73,61,140,-21.2
NCSTN,Secretory,709,78411,338,73,72,226,-99
NEK2,Secretory,445,51763,178,85,67,115,-304.7
NET1,Secretory,596,67740,252,109,78,157,-391.3
NETO2,Secretory,525,59393,232,73,64,156,-163.4
NEU3,Secretory,428,48252,193,60,45,130,-134.7
NF2,Secretory,595,69690,251,111,107,126,-413.7
NFE2L1,Secretory,772,84704,340,76,120,236,-407
NFE2L3,Secretory,694,76154,301,96,102,195,-435.3
NFXL1,Secretory,911,101339,335,182,89,305,-589.2
NHS,Secretory,1651,179135,670,240,203,538,-1275.2
NHSL2,Secretory,1225,133286,520,171,142,392,-879.9
NINJ1,Secretory,152,16345,94,12,11,35,59.2
NIPA1,Secretory,329,34562,204,23,15,87,277.7
NIPAL2,Secretory,383,42156,223,31,20,109,217.9
NIPAL3,Secretory,406,44742,237,38,27,104,230.8
NKD2,Secretory,451,50055,192,97,63,99,-521.3
NLGN2,Secretory,835,90820,457,94,89,195,-258.1
NOA1,Secretory,698,78458,338,108,83,169,-332.7
NOMO1,Secretory,1222,134324,597,138,139,348,-196
NOMO2,Secretory,1267,139439,621,142,144,360,-161.1
NOTCH1,Secretory,2555,272505,1087,248,291,929,-1073.4
NOTCH2,Secretory,2471,265405,1046,240,281,904,-878.2
NPDC1,Secretory,325,34516,179,42,34,70,-129.6
NPNT,Secretory,565,61907,257,84,50,174,-264.6
NPTN,Secretory,398,44387,172,53,44,129,-180.4
NPTXR,Secretory,500,52846,284,55,52,109,-45.5
NPY1R,Secretory,384,44392,193,43,30,118,118.2
NRP1,Secretory,923,103134,413,118,117,275,-407.1
NRP2,Secretory,931,104831,404,109,126,292,-437.1
NSDHL,Secretory,373,41900,190,49,37,97,-55.9
NSUN4,Secretory,384,43089,189,52,39,104,-56.7
NT5E,Secretory,574,63368,291,73,61,149,-49.8
NTN1,Secretory,604,67748,242,112,62,188,-367.2
NTN4,Secretory,628,70071,263,103,65,197,-279.9
NUCB1,Secretory,461,53879,187,86,97,91,-465.2
NUCB2,Secretory,420,50223,152,84,99,85,-435.3
NUDT13,Secretory,352,39688,159,47,37,109,-85.6
NUDT7,Secretory,238,26942,121,38,30,49,-40.3
NUS1,Secretory,293,33224,138,48,30,77,-54.1
NXPE3,Secretory,559,63800,270,76,50,163,-54.5
OCLN,Secretory,522,59144,234,65,64,159,-234
OGDH,Secretory,1023,115935,482,148,122,271,-335.4
OGDHL,Secretory,1010,114481,475,147,127,261,-343.1
OGFOD3,Secretory,319,35646,148,53,41,77,-142.3
OLFM1,Secretory,485,55343,201,62,53,169,-223.6
OLFML2A,Secretory,652,73054,279,96,79,198,-377.6
ORAI1,Secretory,301,32668,160,38,23,80,-27.2
ORAI2,Secretory,254,28570,134,36,20,64,40.5
ORMDL2,Secretory,153,17363,85,18,6,44,66
OS9,Secretory,667,75562,286,100,134,147,-585
OSBPL10,Secretory,764,83970,342,116,81,225,-363.3
OSBPL11,Secretory,747,83643,309,112,88,238,-390.8
OSBPL5,Secretory,879,98616,374,135,112,258,-532.8
OSBPL8,Secretory,889,101196,347,144,129,269,-607.9
OSBPL9,Secretory,736,83185,304,111,104,217,-394.3
OSMR,Secretory,979,110509,422,109,108,340,-259.7
OSTC,Secretory,149,16829,96,15,8,30,93.9
OSTM1,Secretory,334,37257,152,34,33,115,-32
OXTR,Secretory,389,42772,220,45,20,104,202.4
P2RY2,Secretory,377,42273,198,52,23,104,90.1
P4HA1,Secretory,534,61049,232,82,81,139,-280.2
P4HA2,Secretory,535,60902,241,78,80,136,-233.4
P4HTM,Secretory,502,56661,236,71,67,128,-227.9
PAFAH2,Secretory,392,44036,199,48,40,105,-66.1
PAG1,Secretory,432,46981,170,48,75,139,-329
PANX1,Secretory,426,48050,215,44,44,123,86.7
PANX2,Secretory,677,74447,366,95,74,142,-117.1
PAOX,Secretory,511,55513,279,54,61,117,-6.6
PAQR7,Secretory,346,39719,194,38,22,92,131.4
PAQR8,Secretory,354,40464,184,45,22,103,104.5
PARP16,Secretory,322,36383,149,55,31,87,-79.6
PBXIP1,Secretory,731,80643,323,114,126,168,-685.1
PCDH10,Secretory,1040,112936,489,105,140,306,-369.2
PCDHA11,Secretory,949,103298,451,112,123,263,-323.4
PCDHA13,Secretory,950,102483,468,104,119,259,-225.7
PCDHA6,Secretory,950,102716,471,104,126,249,-215.6
PCDHAC2,Secretory,1007,109450,482,109,118,298,-311.5
PCDHB10,Secretory,800,87621,405,77,103,215,-100.3
PCDHB11,Secretory,797,87088,393,74,99,231,-54.4
PCDHB13,Secretory,798,87552,399,78,101,220,-93.2
PCDHB14,Secretory,798,87548,394,80,102,222,-77.6
PCDHB2,Secretory,798,87254,409,75,99,215,-46.6
PCDHB3,Secretory,796,86714,404,76,96,220,-74.8
PCDHB8,Secretory,801,87591,399,77,102,223,-91.2
PCDHGA2,Secretory,932,101484,444,99,123,266,-242.9
PCDHGB1,Secretory,927,100360,449,95,114,269,-248.3
PCDHGB4,Secretory,923,99927,441,91,117,274,-245.7
PCDHGB7,Secretory,929,100974,448,100,119,262,-277.2
PCDHGC3,Secretory,934,101077,461,97,111,265,-244.4
PCED1B,Secretory,432,49727,217,77,39,99,-240
PCSK2,Secretory,638,70565,291,88,79,180,-296.2
PCSK6,Secretory,969,106420,417,141,101,310,-437.6
PCSK7,Secretory,785,86247,378,96,94,217,-263.7
PCYOX1,Secretory,505,56640,249,60,57,139,-30.7
PDE3B,Secretory,1112,124333,507,139,137,329,-431.8
PDE8A,Secretory,829,93304,370,118,113,228,-317.3
PECR,Secretory,303,32544,156,37,25,85,-9.8
PEMT,Secretory,199,22134,114,18,11,56,97
PEX10,Secretory,326,37069,160,62,26,78,-70.2
PEX11A,Secretory,247,28353,114,40,21,72,-24.6
PEX11B,Secretory,259,28431,140,39,18,62,16.7
PEX13,Secretory,403,44130,200,47,41,115,-139.9
PEX14,Secretory,377,41237,163,46,59,109,-278.6
PEX16,Secretory,336,38629,168,52,30,86,-47.2
PEX2,Secretory,305,34843,148,42,23,92,11.6
PEX26,Secretory,305,33898,162,38,35,70,15.1
PEX6,Secretory,980,104061,561,109,103,207,46
PGAP1,Secretory,922,105383,452,122,65,283,172.9
PGAP2,Secretory,254,29400,128,29,16,81,103.1
PGAP3,Secretory,320,36475,169,36,25,90,132.7
PGRMC1,Secretory,195,21671,93,26,39,37,-109.9
PGRMC2,Secretory,223,23818,114,27,36,46,-110
PHTF1,Secretory,762,87252,340,123,76,223,-172.4
PHTF2,Secretory,785,88757,347,123,77,238,-138.1
PHYH,Secretory,338,38538,156,60,38,84,-138.4
PI4KA,Secretory,2102,236830,1019,273,234,576,-274.1
PIEZO1,Secretory,2521,286790,1323,305,249,644,200.9
PIGA,Secretory,484,54127,239,69,44,132,29
PIGB,Secretory,554,65056,272,81,33,168,75.2
PIGC,Secretory,297,33583,163,31,22,81,141.4
PIGG,Secretory,983,108173,534,112,85,252,284.1
PIGH,Secretory,188,21081,91,20,18,59,55.7
PIGK,Secretory,395,45252,185,51,48,111,-85.7
PIGL,Secretory,252,28531,130,34,23,65,42.1
PIGM,Secretory,423,49460,238,48,24,113,239.5
PIGN,Secretory,931,105810,507,105,69,250,360.6
PIGO,Secretory,1089,118699,656,111,73,249,396.2
PIGP,Secretory,158,18089,86,14,10,48,48.2
PIGQ,Secretory,760,84082,424,96,53,187,123.1
PIGS,Secretory,555,61656,294,66,60,135,31.9
PIGT,Secretory,578,65700,278,70,50,180,-74.9
PIGU,Secretory,435,50052,266,34,26,109,396.6
PIGV,Secretory,493,55713,291,46,27,129,239.3
PIGW,Secretory,504,56882,289,51,27,137,367
PIGX,Secretory,258,28788,132,33,30,63,56.7
PIP5K1A,Secretory,562,62633,256,80,61,165,-203.4
PIP5K1C,Secretory,668,73260,311,85,95,177,-326
PITPNM2,Secretory,1349,148933,632,188,150,379,-547.1
PITPNM3,Secretory,974,106781,477,133,107,257,-290
PKD2,Secretory,968,109691,455,129,133,251,-318
PKMYT1,Secretory,499,54521,268,59,50,122,-140.6
PKN3,Secretory,889,99421,454,135,104,196,-332
PKP3,Secretory,797,87082,380,121,86,210,-358.2
PLA2G10,Secretory,165,18153,82,18,16,49,4.5
PLAU,Secretory,431,48523,175,69,39,148,-202.6
PLAUR,Secretory,335,36978,131,45,36,123,-140.3
PLBD2,Secretory,589,65472,302,58,52,177,-62.9
PLCD1,Secretory,756,85665,336,114,99,207,-378.8
PLCD3,Secretory,789,89258,366,121,102,200,-398.4
PLCH1,Secretory,1693,189223,692,266,211,524,-990.7
PLD2,Secretory,933,105987,439,141,108,245,-277.6
PLEK,Secretory,350,40125,152,60,50,88,-193.4
PLEKHB2,Secretory,222,24736,102,21,23,76,-86.7
PLEKHG3,Secretory,1219,134412,524,181,166,348,-854.4
PLEKHG6,Secretory,790,88960,370,129,108,183,-487
PLEKHH3,Secretory,793,85317,432,104,87,170,-256.9
PLEKHN1,Secretory,611,66409,287,95,60,169,-344.3
PLK2,Secretory,685,78237,290,120,80,195,-352.1
PLOD1,Secretory,727,83550,342,110,90,185,-260.6
PLOD3,Secretory,738,84785,351,102,98,187,-311.5
PLP2,Secretory,152,16691,90,13,10,39,116.3
PLSCR1,Secretory,318,35049,161,25,32,100,-77.8
PLXNA1,Secretory,1896,211067,884,246,214,552,-454
PLXNA2,Secretory,1894,211104,874,232,209,579,-343.7
PLXNA3,Secretory,1871,207717,885,244,195,547,-297.9
PLXNB1,Secretory,2135,232298,1084,232,246,573,-449.8
PLXNB2,Secretory,1838,205127,854,237,224,523,-568.1
PLXND1,Secretory,1925,212007,954,237,196,538,-306.1
PNKD,Secretory,385,42876,180,65,41,99,-205.1
PNPLA6,Secretory,1375,150954,693,185,154,343,-282
POC1A,Secretory,407,45009,179,60,40,128,-119.6
POC1B,Secretory,478,53668,204,70,55,149,-174.5
PODXL2,Secretory,605,65076,289,50,108,158,-296.1
POFUT2,Secretory,429,49976,193,67,60,109,-181.8
